VehicleSpeed[km/h],EngineFuelRate[L/h]
64.6959975,18.39999962
64.52200153,18.64999962
64.56999805,19.75
64.96400287,19.64999962
65.10800006,20.0
65.09000232,19.35000038
65.30499866,19.10000038
65.32199695,18.39999962
65.34200122,17.5
65.33199908,16.0
65.48499896,14.19999981
65.6200011,12.39999962
65.17400195,11.89999962
65.00900104,12.39999962
65.16699817,12.89999962
64.98699786,14.35000038
64.73699786,16.35000038
64.70400073,18.54999924
64.64199664,19.54999924
64.84499957,19.85000038
64.79700305,19.79999924
64.92899921,20.75
64.83399799,21.04999924
65.10899951,21.0
65.23699786,19.95000076
65.1939986,19.85000038
65.21700122,19.60000038
65.23699786,18.70000076
65.49400165,17.79999924
65.39300372,17.20000076
65.35300281,17.54999924
65.31200244,18.04999924
65.23699786,17.60000038
65.13699939,17.79999924
65.19100024,18.64999962
65.07800128,19.04999924
65.03999927,19.85000038
65.26599719,19.95000076
65.3000014,20.29999924
64.92200305,20.10000038
65.33900287,20.35000038
65.21600177,19.79999924
65.11299731,18.95000076
65.15299823,18.60000038
65.37100055,17.89999962
65.36399677,17.25
65.35800006,16.54999924
65.40599658,15.80000019
65.247,15.39999962
65.59499957,13.60000038
65.4989989,11.60000038
65.51299884,11.0
65.2489989,10.10000038
65.17200305,11.94999981
65.02999713,11.85000038
65.07600238,13.25
65.04099872,13.5
65.19499805,13.60000038
65.13999774,14.14999962
65.00800159,14.0
64.90099933,14.60000038
65.16999652,15.25
64.8660033,15.10000038
65.13200214,15.35000038
65.23300006,13.94999981
65.58000018,12.89999962
65.23300006,13.14999962
65.52499988,12.14999962
65.09799792,13.05000019
65.01599719,13.30000019
65.08699634,14.19999981
64.96900012,14.85000038
65.02100208,15.64999962
64.86499622,17.0
64.8779967,17.54999924
64.97299792,18.25
64.84000232,19.54999924
64.48699786,21.04999924
64.6180022,22.39999962
64.66699817,22.85000038
64.65700366,23.14999962
65.00600269,24.0
64.73799731,24.39999962
65.20599963,24.29999924
65.15800311,23.45000076
64.98699786,22.95000076
65.2410033,22.10000038
64.74400165,20.79999924
65.42600085,19.75
65.43099811,16.75
65.372,15.60000038
65.26800372,13.35000038
65.06100299,12.80000019
64.91300037,14.30000019
64.90900256,14.85000038
64.56200244,16.60000038
64.8209975,18.14999962
64.83800342,18.14999962
64.80200031,19.45000076
65.17400195,20.35000038
64.52000262,20.54999924
65.06300189,21.10000038
65.35600116,20.0
65.08699634,19.95000076
65.27400043,18.75
65.77000262,15.10000038
65.77300098,12.14999962
65.50199725,9.25
65.46900012,7.349999905
65.03099658,7.550000191
65.23799731,8.449999809
64.7980025,10.44999981
65.09499957,11.44999981
64.87900378,12.25
64.76399829,13.19999981
65.21500232,13.44999981
64.43099811,14.75
64.78999927,14.94999981
64.53099658,16.25
65.38000323,16.0
64.94299915,15.64999962
64.75700214,15.5
65.35500171,14.0
65.40199878,12.19999981
65.48300006,10.85000038
65.2980025,9.350000381
64.85999896,10.60000038
64.99600055,10.89999962
65.04700305,11.89999962
64.58699634,14.19999981
64.78999927,17.0
64.60300281,20.39999962
64.41899707,20.85000038
64.54900195,21.64999962
64.7430022,21.79999924
64.49799945,21.64999962
64.8759978,22.45000076
65.20799854,21.64999962
64.81300189,21.45000076
65.26199939,22.10000038
65.01900317,21.25
65.34400012,20.20000076
65.3759978,19.35000038
65.47599628,17.45000076
65.2960036,16.39999962
65.1200011,14.85000038
65.20599963,15.14999962
65.06300189,15.14999962
64.9459975,15.69999981
65.40499713,16.5
64.94299915,17.04999924
64.81799915,18.20000076
64.51499774,18.29999924
64.64999988,19.25
65.08900287,19.45000076
65.10999896,18.39999962
65.21900012,17.60000038
65.83399799,15.14999962
65.58000018,12.25
66.04499652,9.649999619
65.48000171,6.150000095
65.3739989,5.0
65.29700305,5.550000191
64.78600146,7.050000191
64.8229964,9.649999619
65.08399799,10.25
64.67400195,11.89999962
64.81000354,12.30000019
65.16399982,12.44999981
65.14800098,14.10000038
64.61900165,13.64999962
65.05100085,15.10000038
64.47399738,16.20000076
64.63799884,16.95000076
64.91899707,17.04999924
64.95400073,16.25
65.12900378,16.0
65.15800311,15.39999962
64.89900043,16.29999924
64.83099963,16.75
64.91499927,18.0
64.84300067,18.95000076
64.43600299,21.35000038
64.63799884,21.60000038
64.9459975,21.5
